点赞,特色,耗时,实体类型,经度,课程时长,价格,门票价格,entity_name,名称,产地,来源详情,赞同,文化项目,游玩建议,数据质量,来源数量,天数,交通,适合年龄,收费,贴士,行政区,房型,内容摘要,内容,所属店铺,预约方式,主题,线路名,保护级别,来源平台,时间,分类,地址,标签,适宜季节,entity_id,热度分数,关联内容数,景点,简介,来源,内容分类,开放时间,数据来源,推荐路线,纬度,标题,评论数,信任等级,摘要,推荐游览顺序,来源URL,来源列表,门票数值,评分,最佳季节,图片URL,游玩时长(分钟)
,,2-3小时,,,,,,绍兴东湖·湖光山色民宿,,,{'mafengwo': 1},,,必乘乌篷船！建议坐船进（领略水洞奇观）、步行出（欣赏全景）,,1,,,,,乌篷船票85元/人另购；节假日排队1小时起，建议工作日去；陶公洞内温差约10℃,,,,,,,,,,,,,,,,景点0003,,,东湖,,mafengwo_static,attraction_review,,mafengwo,,,,,2,,入口码头→陶公洞（船）→仙桃洞（船）→听湫亭→霞川桥→绕门山,mafengwo_static:donghu,,,,春夏（荷花6-7月盛开）、秋季,,
,,2-3小时,,,,,,兰亭景区,,,{'mafengwo': 1},,,最好的季节是春天，竹林新绿、曲水流觞活动丰富,,1,,,,,农历三月初三兰亭书法节最为热闹；可体验曲水流觞活动；出口处可购买文房四宝,,,,,,,,,,,,,,,,景点0004,,,兰亭景区,,mafengwo_static,attraction_review,,mafengwo,,,,,2,,鹅池碑→流觞亭→御碑亭→王右军祠→临池十八缸→书法博物馆,mafengwo_static:lanting,,,,春季（3-4月书法节）、秋季,,
,,3-4小时,,,,,,绍兴柯岩风景区,,,{'mafengwo': 1},,,景区较大，建议安排半天时间。柯岩看石、鉴湖坐船、鲁镇看演出,,1,,,,,联票115元含三景区；鲁镇有社戏表演；鉴湖古纤道不要错过,,,,,,,,,,,,,,,,景点0005,,,柯岩风景区,,mafengwo_static,attraction_review,,mafengwo,,,,,2,,柯岩入口→大佛→云骨→鉴湖码头→葫芦醉岛→鲁镇→鲁镇演出,mafengwo_static:keyan,,,,春秋（鉴湖桂花9-10月飘香）,,
,,2-3小时,,,,,,安昌古镇·水岸客栈,,,{'mafengwo': 1},,,腊月最佳！腊味挂满屋檐，年味最浓。平时周末去也很悠闲,,1,,,,,扯白糖现场制作可观看；腊肠/酱鸭是必买特产；无需门票（部分小馆另收费）,,,,,,,,,,,,,,,,景点0006,,,安昌古镇,,mafengwo_static,attraction_review,,mafengwo,,,,,2,,古镇入口→仁昌酱园→老街→福安居茶馆→师爷馆→穗康钱庄,mafengwo_static:anchang,,,,冬季（腊月风情节）、秋季,,
,,1-2小时,,,,,,书圣故里,,,{'mafengwo': 1},,,适合慢慢逛，感受老绍兴的烟火气。题扇桥和躲婆弄的故事很有趣,,1,,,,,免费开放，全天可逛；蕺山街上的老茶馆值得坐坐；可步行至蔡元培故居,,,,,,,,,,,,,,,,景点0011,,,书圣故里,,mafengwo_static,attraction_review,,mafengwo,,,,,2,,题扇桥→躲婆弄→戒珠寺→蕺山街→笔飞弄→王羲之陈列馆,mafengwo_static:shushengguli,,,,四季皆宜,,
,,1-2小时,,,,,,仓桥直街,,,{'mafengwo': 1},,,傍晚时分最美，落日余晖洒在河面上。适合晚饭后闲逛,,1,,,,,寻宝记常年排队建议提前拿号；街上有多家文艺小店；夜色中的红灯笼很有氛围,,,,,,,,,,,,,,,,景点0012,,,仓桥直街,,mafengwo_static,attraction_review,,mafengwo,,,,,2,,城市广场入口→仓桥直街主街→寻宝记/阿丘面馆→河边茶馆,mafengwo_static:cangqiao,,,,四季皆宜,,
,,2天,,,,,,,,,{'mafengwo': 1},,,适合首次来绍兴，覆盖最核心景点，节奏适中,,1,,,,,D1景点集中在越城区步行可达；D2需乘车，东湖和兰亭相距约15公里,,,,,,,,,,,,,,,,,,,绍兴2日经典游,,mafengwo_static,attraction_review,,mafengwo,D1:鲁迅故里(上午)→沈园(下午)→仓桥直街(晚上) | D2:东湖(上午)→兰亭(下午)→书圣故里(傍晚),,,,2,,,mafengwo_static:route2day,,,,,,
,,3天,,,,,,,,,{'mafengwo': 1},,,涵盖市区精华+柯岩鉴湖+安昌古镇，适合深度体验,,1,,,,,可购买绍兴旅游联票；D2建议打车往返柯岩；D3东湖早去人少,,,,,,,,,,,,,,,,,,,绍兴3日深度游,,mafengwo_static,attraction_review,,mafengwo,D1:鲁迅故里→沈园→书圣故里(晚) | D2:柯岩风景区(全天)→仓桥直街(晚) | D3:东湖(上午)→兰亭(下午)→安昌古镇(下午),,,,2,,,mafengwo_static:route3day,,,,,,
3200,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,D1鲁迅故里+沈园+仓桥直街(夜景绝了！) D2东湖乌篷船+兰亭。住宿推荐越城区，200+就能住不错的。一定要吃王老汉臭豆腐和高老太奶油小攀！,,,,,,xiaohongshu_static,,,,旅游攻略,,,,,,,,attraction_review,,xiaohongshu,,,绍兴2天1夜保姆级攻略,,1,,,xhs_static:绍兴2天1夜保姆级攻略,,,,,,
5800,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,去了5次绍兴总结的精华路线。柯岩风景区一定要去，鉴湖坐船太美了。安昌古镇腊月去最有年味，扯白糖必看。,,,,,,xiaohongshu_static,,,,旅游攻略,,,,,,,,attraction_review,,xiaohongshu,,,绍兴真的被低估了！三天两晚超详细行程,,1,,,xhs_static:绍兴真的被低估了！三天两晚超详细行程,,,,,,
4200,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,1.八字桥(古桥+水乡经典机位) 2.仓桥直街(红灯笼夜景) 3.东湖乌篷船(ins风水墨大片) 4.覆卮山梯田(油菜花季绝美) 5.书圣故里(烟火气老街),,,,,,xiaohongshu_static,,,,拍照打卡,,,,,,,,attraction_review,,xiaohongshu,,,绍兴这5个地方拍照超出片,,1,,,xhs_static:绍兴这5个地方拍照超出片,,,,,,
6800,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,不要再只去鲁迅故里了！羊山石佛知道的人很少、印山越国王陵超震撼、东浦黄酒小镇免费又好逛、宛委山樱花季美哭了。,,,,,,xiaohongshu_static,,,,小众景点,,,,,,,,attraction_review,,xiaohongshu,,,绍兴本地人才知道的宝藏景点,,1,,,xhs_static:绍兴本地人才知道的宝藏景点,,,,,,
2500,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,D1上午鲁迅故里(三味书屋体验私塾课)→中午咸亨酒店→下午科技馆 D2柯岩坐船看鲁镇社戏→乔波冰雪世界。全程不赶路。,,,,,,xiaohongshu_static,,,,亲子游,,,,,,,,attraction_review,,xiaohongshu,,,带娃游绍兴不累的行程安排,,1,,,xhs_static:带娃游绍兴不累的行程安排,,,,,,
7300,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,兰亭值得去但离市区远预留半天。柯岩联票115元划算但要走很多路穿舒服的鞋。安昌古镇不要周末去人挤人。东湖乌篷船85元略贵但值得体验一次。,,,,,,xiaohongshu_static,,,,避雷指南,,,,,,,,attraction_review,,xiaohongshu,,,绍兴各景点真实体验避雷指南,,1,,,xhs_static:绍兴各景点真实体验避雷指南,,,,,,
4100,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,9-10月是绍兴最好季节！大香林桂花满山飘香，鉴湖桂花节，会稽山红叶。天姥山秋色不输京都。配一碗黄酒暖暖的太舒服了。,,,,,,xiaohongshu_static,,,,旅游攻略,,,,,,,,attraction_review,,xiaohongshu,,,绍兴秋天最美路线,,1,,,xhs_static:绍兴秋天最美路线,,,,,,
5500,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,书法爱好者必走路线：兰亭(朝圣)→书圣故里(王羲之)→青藤书屋(徐渭)→绍兴博物馆。每个地方都能让你感受到绍兴深厚的文化底蕴。,,,,,,xiaohongshu_static,,,,旅游攻略,,,,,,,,attraction_review,,xiaohongshu,,,绍兴3天2夜深度文化游,,1,,,xhs_static:绍兴3天2夜深度文化游,,,,,,
2800,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,8:30鲁迅故里→10:00沈园→12:00寻宝记午餐→14:00书圣故里→16:00仓桥直街→18:00东湖夜游(如果有的话)→20:00绘璟轩黄酒奶茶收尾。一天刷完！,,,,,,xiaohongshu_static,,,,旅游攻略,,,,,,,,attraction_review,,xiaohongshu,,,绍兴周末特种兵一日游,,1,,,xhs_static:绍兴周末特种兵一日游,,,,,,
3200,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,安昌腊月风情节必去！整条街挂满腊肠酱鸭年味超浓。然后去嵊州泡温泉。回来路上带点安昌腊肠和仁昌酱油做伴手礼。,,,,,,xiaohongshu_static,,,,旅游攻略,,,,,,,,attraction_review,,xiaohongshu,,,绍兴冬天怎么玩,,1,,,xhs_static:绍兴冬天怎么玩,,,,,,
6700,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,鲁迅故里(免票)、书圣故里(免费)、仓桥直街(免费)、八字桥(免费)、府山公园(免费)、城市广场(免费)、环城河步道(免费)。省钱党必收藏！,,,,,,xiaohongshu_static,,,,旅游攻略,,,,,,,,attraction_review,,xiaohongshu,,,绍兴免费景点合集,,1,,,xhs_static:绍兴免费景点合集,,,,,,
2400,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,新昌大佛寺江南第一大佛很震撼。穿岩十九峰玻璃栈道刺激。嵊州一定要吃豆腐包和炒年糕。崇仁古镇比安昌更原生态。,,,,,,xiaohongshu_static,,,,旅游攻略,,,,,,,,attraction_review,,xiaohongshu,,,绍兴周边游之新昌嵊州篇,,1,,,xhs_static:绍兴周边游之新昌嵊州篇,,,,,,
2200,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,越城区鲁迅故里附近最方便200-500元。仓桥直街附近有民宿推开窗就是水乡。柯桥区性价比高100-300元。安昌古镇有客栈可以体验水乡夜晚。,,,,,,xiaohongshu_static,,,,旅游攻略,,,,,,,,attraction_review,,xiaohongshu,,,绍兴旅游住宿推荐,,1,,,xhs_static:绍兴旅游住宿推荐,,,,,,
5100,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,免费:鲁迅故里、书圣故里、仓桥直街、八字桥、安昌古镇(大门票)。收费:柯岩115元、兰亭70元、东湖50元(乌篷船85元另购)、沈园40元(夜游80元)、大禹陵50元。,,,,,,xiaohongshu_static,,,,实用信息,,,,,,,,attraction_review,,xiaohongshu,,,绍兴各景点门票汇总,,1,,,xhs_static:绍兴各景点门票汇总,,,,,,
3600,,,,,,,,,,,{'xiaohongshu': 1},,,,,1,,,,,,,,,春天(3-4月):樱花桃花油菜花季。秋天(9-10月):桂花季红叶季。冬天(12-1月):安昌腊月风情节。夏天太热建议安排室内景点+水上乐园。,,,,,,xiaohongshu_static,,,,实用信息,,,,,,,,attraction_review,,xiaohongshu,,,绍兴最佳旅游季节,,1,,,xhs_static:绍兴最佳旅游季节,,,,,,
,,,,,,,,,,,{'zhihu': 1},1200,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,景点推荐,,,,,,,,attraction_review,,zhihu,,,绍兴有哪些值得去的景点？,,2,作为一个绍兴本地人推荐：鲁迅故里(必去)、沈园(陆游唐婉)、东湖(乌篷船)、兰亭(书法圣地)、柯岩鉴湖鲁镇。如果时间充裕可以加上安昌古镇和新昌大佛寺。,,zhihu_static:绍兴有哪些值得去的景点？,,,,,,
,,,,,,,,,,,{'zhihu': 1},890,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,行程规划,,,,,,,,attraction_review,,zhihu,,,绍兴2-3天自由行怎么安排？,,2,D1:鲁迅故里+沈园+书圣故里+仓桥直街。D2:柯岩鉴湖鲁镇(一整天)。D3:东湖乌篷船+兰亭。住宿选越城区200-400元。吃饭推荐咸亨酒店、寻宝记、同心楼。,,zhihu_static:绍兴2-3天自由行怎么安排？,,,,,,
,,,,,,,,,,,{'zhihu': 1},2300,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,美食推荐,,,,,,,,attraction_review,,zhihu,,,绍兴有什么必吃的美食？,,2,绍兴菜是中国八大菜系浙菜的重要分支。必吃:梅干菜扣肉、清汤越鸡、绍兴三臭(臭豆腐霉苋菜梗霉千张)、茴香豆配黄酒。老字号:咸亨酒店、同心楼、荣禄春。,,zhihu_static:绍兴有什么必吃的美食？,,,,,,
,,,,,,,,,,,{'zhihu': 1},560,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,对比分析,,,,,,,,attraction_review,,zhihu,,,绍兴和杭州哪个更值得去？,,2,两个城市风格不同。杭州大气绍兴精致。绍兴更原生态更有烟火气，安昌古镇比乌镇西塘更真实。喜欢历史文化的推荐绍兴，喜欢自然风光的推荐杭州。,,zhihu_static:绍兴和杭州哪个更值得去？,,,,,,
,,,,,,,,,,,{'zhihu': 1},780,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,小众推荐,,,,,,,,attraction_review,,zhihu,,,绍兴周边有什么小众好玩的地方？,,2,推荐新昌穿岩十九峰(丹霞地貌+玻璃栈道)、嵊州崇仁古镇(原生态越剧故乡)、诸暨五泄(东南第一秀水)、上虞覆卮山(千年梯田)。这些地方游客少体验好。,,zhihu_static:绍兴周边有什么小众好玩的地方？,,,,,,
,,,,,,,,,,,{'zhihu': 1},1500,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,实用信息,,,,,,,,attraction_review,,zhihu,,,绍兴哪些景点是免费的？,,2,免费景点:鲁迅故里(需身份证领票)、书圣故里、仓桥直街、八字桥、安昌古镇(大门票)、府山公园。收费但值得:柯岩115、兰亭70、东湖50、沈园40。,,zhihu_static:绍兴哪些景点是免费的？,,,,,,
,,,,,,,,,,,{'zhihu': 1},420,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,亲子家庭,,,,,,,,attraction_review,,zhihu,,,带父母去绍兴怎么玩？,,2,父母喜欢历史文化:鲁迅故里+沈园+兰亭+书圣故里。节奏要慢，每天2-3个景点。吃饭选绍兴饭店或咸亨酒店环境好。住宿选越城区方便。,,zhihu_static:带父母去绍兴怎么玩？,,,,,,
,,,,,,,,,,,{'zhihu': 1},650,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,文化体验,,,,,,,,attraction_review,,zhihu,,,绍兴的黄酒文化体验推荐,,2,黄酒博物馆(了解酿造工艺+品酒)+古越龙山体验馆(定制花雕酒坛)+安昌仁昌酱园(看酱油晒制)。一定要尝尝黄酒奶茶和黄酒棒冰。,,zhihu_static:绍兴的黄酒文化体验推荐,,,,,,
,,,,,,,,,,,{'zhihu': 1},3200,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,避雷指南,,,,,,,,attraction_review,,zhihu,,,绍兴旅游避坑指南,,2,避坑1:兰亭离市区远预留半天。2:东湖乌篷船85元略贵但体验一次值得。3:安昌古镇周末人超多建议工作日。4:柯岩景区很大穿运动鞋。5:夏天绍兴很热做好防晒。,,zhihu_static:,,,,,,
,,,,,,,,,,,{'zhihu': 1},4100,,,,1,,,,,,,,,,,,,,,zhihu_static,,,,文化解读,,,,,,,,attraction_review,,zhihu,,,为什么说绍兴是中国最有文化的城市之一,,2,绍兴出了王羲之、陆游、徐渭、鲁迅、蔡元培、秋瑾、周恩来等名人。2500年建城史从未改变城址。书法、黄酒、越剧、师爷文化都源于此。是一座被低估的文化名城。,,zhihu_static:为什么说绍兴是中国最有文化的城市之一,,,,,,
,,2-3小时,,,,,,绍兴鲁迅故里开元曼居,,,,,,建议上午8:30开门时到达，避开10点后的旅行团高峰,,,,,,,免费不免票，需凭身份证领票；三味书屋有'早'字课桌；百草园免费开放,,,,,,,,,,comprehensive,,,,,,景点0001,,,鲁迅故里,,,attraction_review,,comprehensive,,,,,2,,鲁迅祖居→三味书屋→百草园→鲁迅纪念馆→鲁迅笔下风情园,comprehensive:review:鲁迅故里,,,,春秋季（3-5月、9-11月）,,
,,1.5-2小时,,,,,,沈园,,,,,,下午3点后入园，白天赏园+傍晚看《沈园之夜》演出,,,,,,,夜游演出需另购票；钗头凤碑前可挂同心锁,,,,,,,,,,comprehensive,,,,,,景点0002,,,沈园,,,attraction_review,,comprehensive,,,,,2,,断云石→诗境石→孤鹤轩→钗头凤碑→葫芦池→六朝井亭,comprehensive:review:沈园,,,,春秋季，4月樱花季最佳,,
,,2-3小时,,,,,,绍兴东湖·湖光山色民宿,,,,,,必乘乌篷船！坐船进（领略水洞奇观）、步行出（欣赏全景）,,,,,,,乌篷船票85元另购；节假日排队1小时起；陶公洞内温差约10℃为天然避暑地,,,,,,,,,,comprehensive,,,,,,景点0003,,,东湖,,,attraction_review,,comprehensive,,,,,2,,入口码头→陶公洞(船)→仙桃洞(船)→听湫亭→霞川桥→绕门山,comprehensive:review:东湖,,,,春夏（荷花6-7月盛开）、秋季,,
,,2-3小时,,,,,,兰亭景区,,,,,,春天最佳，竹林新绿、曲水流觞活动丰富,,,,,,,农历三月初三兰亭书法节最为热闹；可体验曲水流觞；出口处可购文房四宝,,,,,,,,,,comprehensive,,,,,,景点0004,,,兰亭景区,,,attraction_review,,comprehensive,,,,,2,,鹅池碑→流觞亭→御碑亭→王右军祠→临池十八缸→书法博物馆,comprehensive:review:兰亭景区,,,,春季（3-4月书法节）、秋季,,
,,3-4小时,,,,,,绍兴柯岩风景区,,,,,,景区较大建议安排半天，柯岩看石、鉴湖坐船、鲁镇看演出,,,,,,,联票含三景区和画舫；鲁镇有社戏表演；鉴湖古纤道不可错过,,,,,,,,,,comprehensive,,,,,,景点0005,,,绍兴柯岩风景区,,,attraction_review,,comprehensive,,,,,2,,柯岩入口→大佛→云骨→鉴湖码头→葫芦醉岛→鲁镇→社戏演出,comprehensive:review:绍兴柯岩风景区,,,,春秋（鉴湖桂花9-10月飘香）,,
,,2-3小时,,,,,,安昌古镇·水岸客栈,,,,,,腊月最佳！腊味挂满屋檐，年味最浓。平时周末去也很悠闲,,,,,,,扯白糖现场制作可观看；腊肠/酱鸭是必买特产；无需大门票,,,,,,,,,,comprehensive,,,,,,景点0006,,,安昌古镇,,,attraction_review,,comprehensive,,,,,2,,古镇入口→仁昌酱园→老街→福安居茶馆→师爷馆→穗康钱庄,comprehensive:review:安昌古镇,,,,冬季（腊月风情节）、秋季,,
,,2-3小时,,,,,,大禹陵,,,,,,清明前后最为隆重，可观摩祭禹大典,,,,,,,清明当天有公祭大典，人流量极大需提前到达,,,,,,,,,,comprehensive,,,,,,景点0007,,,大禹陵,,,attraction_review,,comprehensive,,,,,2,,大禹陵碑→禹庙→禹祠→大禹铜像→登山步道,comprehensive:review:大禹陵,,,,春秋季,,
,,1-2小时,,,,,,书圣故里,,,,,,适合慢慢逛，感受老绍兴的烟火气,,,,,,,免费开放全天可逛；蕺山街老茶馆值得坐坐,,,,,,,,,,comprehensive,,,,,,景点0011,,,书圣故里,,,attraction_review,,comprehensive,,,,,2,,题扇桥→躲婆弄→戒珠寺→蕺山街→笔飞弄→王羲之陈列馆,comprehensive:review:书圣故里,,,,四季皆宜,,
,,1-2小时,,,,,,仓桥直街,,,,,,傍晚时分最美，落日余晖洒在河面上,,,,,,,寻宝记常年排队建议提前拿号；夜市红灯笼氛围好,,,,,,,,,,comprehensive,,,,,,景点0012,,,仓桥直街,,,attraction_review,,comprehensive,,,,,2,,城市广场入口→仓桥直街主街→寻宝记→河边茶馆,comprehensive:review:仓桥直街,,,,四季皆宜,,
,,30分钟-1小时,,,,,,八字桥,,,,,,小而精的景点，适合路过打卡,,,,,,,免费景点，适合拍照；周边有老居民区可感受市井生活,,,,,,,,,,comprehensive,,,,,,景点0013,,,八字桥,,,attraction_review,,comprehensive,,,,,2,,八字桥→广宁桥→龙华寺（可步行串联）,comprehensive:review:八字桥,,,,四季皆宜,,
,,1-2小时,,,,,,绍兴博物馆,,,,,,了解绍兴历史文化的第一站,,,,,,,周一闭馆注意避开；免费不免票需凭身份证,,,,,,,,,,comprehensive,,,,,,展馆0119,,,绍兴博物馆,,,attraction_review,,comprehensive,,,,,2,,越国史展厅→会稽铜镜厅→越窑青瓷厅→名人书画厅→临时展厅,comprehensive:review:绍兴博物馆,,,,四季皆宜,,
,,1-1.5小时,,,,,,中国黄酒博物馆,,,,,,可品酒购酒，了解黄酒文化,,,,,,,可购买各种年份黄酒；黄酒棒冰、黄酒奶茶值得一试,,,,,,,,,,comprehensive,,,,,,展馆0120,,,中国黄酒博物馆,,,attraction_review,,comprehensive,,,,,2,,黄酒历史厅→酿造工艺厅→品酒体验区→文创商店,comprehensive:review:中国黄酒博物馆,,,,四季皆宜,,
,,30分钟-1小时,,,,,,秋瑾故居,,,,,,了解秋瑾生平和辛亥革命历史,,,,,,,免费景点；与鲁迅故里步行可达,,,,,,,,,,comprehensive,,,,,,景点0014,,,秋瑾故居,,,attraction_review,,comprehensive,,,,,2,,门厅→秋瑾事迹展厅→书房→卧室→后花园,comprehensive:review:秋瑾故居,,,,四季皆宜,,
,,30分钟-1小时,,,,,,周恩来祖居,,,,,,与书圣故里、蔡元培故居可串联游览,,,,,,,免费游览,,,,,,,,,,comprehensive,,,,,,景点0015,,,周恩来祖居,,,attraction_review,,comprehensive,,,,,2,,门厅→祖居正厅→周恩来史料展→后花园,comprehensive:review:周恩来祖居,,,,四季皆宜,,
,,30分钟-1小时,,,,,,蔡元培故居,,,,,,与书圣故里步行5分钟可达,,,,,,,免费景点,,,,,,,,,,comprehensive,,,,,,景点0016,,,蔡元培故居,,,attraction_review,,comprehensive,,,,,2,,门厅→蔡元培生平展厅→书房→庭院,comprehensive:review:蔡元培故居,,,,四季皆宜,,
,,30分钟,,,,,,青藤书屋,,,,,,文人墨客必访,,,,,,,免费景点；附近有徐渭艺术馆可一并游览,,,,,,,,,,comprehensive,,,,,,景点0017,,,青藤书屋,,,attraction_review,,comprehensive,,,,,2,,青藤→天池→书房→徐渭艺术馆,comprehensive:review:青藤书屋,,,,四季皆宜,,
,,1-1.5小时,,,,,,鲁迅外婆家,,,,,,了解鲁迅童年生活的最佳去处,,,,,,,位置较偏建议自驾；免费参观,,,,,,,,,,comprehensive,,,,,,景点0018,,,鲁迅外婆家,,,attraction_review,,comprehensive,,,,,2,,朝北台门→包公殿→社戏台→安桥头村,comprehensive:review:鲁迅外婆家,,,,春秋季,,
,,2.5-3小时,,,,,,新昌大佛寺·禅意酒店,,,,,,早上光线好适合拍摄大佛,,,,,,,景区面积较大建议穿舒适的鞋,,,,,,,,,,comprehensive,,,,,,景点0008,,,新昌大佛寺,,,attraction_review,,comprehensive,,,,,2,,大佛殿→千佛院→卧佛殿→般若谷→佛心广场,comprehensive:review:新昌大佛寺,,,,四季皆宜,,
,,4-5小时,,,,,,穿岩十九峰,,,,,,体力要求较高，准备好登山装备,,,,,,,玻璃栈道需另购票；建议自带水和干粮,,,,,,,,,,comprehensive,,,,,,景点0010,,,穿岩十九峰,,,attraction_review,,comprehensive,,,,,2,,景区入口→十九峰→千丈幽谷→玻璃栈道→飞龙栈道,comprehensive:review:穿岩十九峰,,,,春秋季（3-5月、10-11月）,,
,,3-5小时,,,,,,天姥山,,,,,,登山爱好者必去，云雾天气最佳,,,,,,,免费但路况一般建议自驾,,,,,,,,,,comprehensive,,,,,,景点0019,,,天姥山,,,attraction_review,,comprehensive,,,,,2,,斑竹村→天姥寺遗址→天姥山主峰,comprehensive:review:天姥山,,,,春秋季，云雾多的日子,,
,,4-5小时,,,,,,五泄风景区,,,,,,雨天过后瀑布水量最大最壮观,,,,,,,景区较大需一天时间；可乘船游览五泄湖,,,,,,,,,,comprehensive,,,,,,景点0009,,,五泄风景区,,,attraction_review,,comprehensive,,,,,2,,五泄湖→第五泄→第四泄→第三泄→第二泄→第一泄→西源峡谷,comprehensive:review:五泄风景区,,,,夏季水量大，秋色美,,
